SITE,STAGE,TRANSECT_POINT,NORTHING,EASTING,ENVIRON,DIST_FPL,LOCATION,ACTUAL_Z,DATE,D13C_CH4,D13C_CO2,WATER_T,COND,PH,WIND_ONSITE,O2_PERCENT,O2,PCO2,PCH4,O2_Ar
AnRe.4,Rising,4,12.38396,104.08141,Floodplain,1800,Central,4,9/25/14,NA,NA,NA,NA,NA,1.9,NA,NA,5440.86,297.36,NA
AnRe.4,Rising,4,12.38396,104.08141,Floodplain,1800,Central,4,9/25/14,NA,NA,NA,NA,NA,1.9,NA,NA,6830.92,4116.38,NA
AnRe.5,Rising,5,12.38259,104.07833,Floodplain,1538,Central,0.1,9/26/14,NA,NA,32.5,46,6.88,0.3,90.1,6.54,2119.62,72.47,NA
AnRe.5,Rising,5,12.38259,104.07833,Floodplain,1538,Central,0.1,9/26/14,NA,NA,32.5,46,6.88,0.3,90.1,6.54,2451.33,14.15,NA
AnRe.5,Rising,5,12.38259,104.07833,Floodplain,1538,Central,0.1,9/26/14,NA,NA,32.5,46,6.88,0.3,90.1,6.54,3001.6,11.38,NA
AnRe.5,Rising,5,12.38259,104.07833,Floodplain,1538,Central,0.1,9/26/14,NA,NA,32.5,46,6.88,0.3,90.1,6.54,4078.3,15.01,NA
AnRe.5,Rising,5,12.38259,104.07833,Floodplain,1538,Central,2,9/26/14,NA,NA,NA,NA,NA,0.3,NA,NA,5456.17,15.74,NA
AnRe.5,Rising,5,12.38259,104.07833,Floodplain,1538,Central,2,9/26/14,NA,NA,NA,NA,NA,0.3,NA,NA,6202.98,16.6,NA
AnRe.5,Rising,5,12.38259,104.07833,Floodplain,1538,Central,2,9/26/14,NA,NA,NA,NA,NA,0.3,NA,NA,5204.77,16.54,NA
AnRe.5,Rising,5,12.38259,104.07833,Floodplain,1538,Central,2,9/26/14,NA,NA,NA,NA,NA,0.3,NA,NA,5501.51,17.78,NA
AnRe.6,Rising,6,12.37831,104.07717,Floodplain,1944,Central,0.1,9/26/14,NA,NA,30.8,32,6.32,0.5,61.5,4.48,5036.92,19.76,NA
AnRe.6,Rising,6,12.37831,104.07717,Floodplain,1944,Central,0.1,9/26/14,NA,NA,30.8,32,6.32,0.5,61.5,4.48,4902.66,18.68,NA
AnRe.6,Rising,6,12.37831,104.07717,Floodplain,1944,Central,0.1,9/26/14,NA,NA,30.8,32,6.32,0.5,61.5,4.48,5225.81,20.1,NA
AnRe.6,Rising,6,12.37831,104.07717,Floodplain,1944,Central,0.1,9/26/14,NA,NA,30.8,32,6.32,0.5,61.5,4.48,5029.78,19.73,NA
AnRe.6,Rising,6,12.37831,104.07717,Floodplain,1944,Central,2,9/26/14,NA,NA,NA,NA,NA,0.5,NA,NA,4734.17,17.03,NA
AnRe.6,Rising,6,12.37831,104.07717,Floodplain,1944,Central,2,9/26/14,NA,NA,NA,NA,NA,0.5,NA,NA,4230.91,20.18,NA
AnRe.6,Rising,6,12.37831,104.07717,Floodplain,1944,Central,2,9/26/14,NA,NA,NA,NA,NA,0.5,NA,NA,5826.62,22.28,NA
AnRe.6,Rising,6,12.37831,104.07717,Floodplain,1944,Central,2,9/26/14,NA,NA,NA,NA,NA,0.5,NA,NA,6397,26.64,NA
AnRe.7,Rising,7,12.37566,104.07273,Floodplain,2497,Central,0.1,9/26/14,NA,NA,30.5,34,6.08,1,33.9,2.52,6697.35,70.88,NA
AnRe.7,Rising,7,12.37566,104.07273,Floodplain,2497,Central,0.1,9/26/14,NA,NA,30.5,34,6.08,1,33.9,2.52,6437.92,80.35,NA
AnRe.7,Rising,7,12.37566,104.07273,Floodplain,2497,Central,0.1,9/26/14,NA,NA,30.5,34,6.08,1,33.9,2.52,6861.06,81.54,NA
AnRe.7,Rising,7,12.37566,104.07273,Floodplain,2497,Central,0.1,9/26/14,NA,NA,30.5,34,6.08,1,33.9,2.52,3509.17,39.63,NA
AnRe.7,Rising,7,12.37566,104.07273,Floodplain,2497,Central,2.5,9/26/14,NA,NA,NA,NA,NA,1,NA,NA,7006.57,76.62,NA
AnRe.7,Rising,7,12.37566,104.07273,Floodplain,2497,Central,2.5,9/26/14,NA,NA,NA,NA,NA,1,NA,NA,4179.79,55.25,NA
AnRe.7,Rising,7,12.37566,104.07273,Floodplain,2497,Central,2.5,9/26/14,NA,NA,NA,NA,NA,1,NA,NA,4441.18,53.43,NA
AnRe.7,Rising,7,12.37566,104.07273,Floodplain,2497,Central,2.5,9/26/14,NA,NA,NA,NA,NA,1,NA,NA,5789.07,46.12,NA
AnRe.8,Rising,8,12.37188,104.0699,Floodplain,3008,Central,0.1,9/26/14,NA,NA,30.8,37,6.32,1,40.3,2.94,4635.81,43.25,NA
AnRe.8,Rising,8,12.37188,104.0699,Floodplain,3008,Central,0.1,9/26/14,NA,NA,30.8,37,6.32,1,40.3,2.94,6100.89,51.95,NA
AnRe.8,Rising,8,12.37188,104.0699,Floodplain,3008,Central,2.5,9/26/14,NA,NA,NA,NA,NA,1,NA,NA,7300.04,2310.23,NA
AnRe.8,Rising,8,12.37188,104.0699,Floodplain,3008,Central,2.5,9/26/14,NA,NA,NA,NA,NA,1,NA,NA,12513.27,5054.95,NA
AnRe.8,Rising,8,12.37188,104.0699,Floodplain,3008,Central,2.5,9/26/14,NA,NA,NA,NA,NA,1,NA,NA,10948.02,3882.39,NA
AnRe.8,Rising,8,12.37188,104.0699,Floodplain,3008,Central,2.5,9/26/14,NA,NA,NA,NA,NA,1,NA,NA,16527.65,7897.15,NA
AnRe.9,Rising,9,12.36774,104.06726,Floodplain,3537,Central,0.1,9/26/14,NA,NA,30.1,38,6.87,1.7,82.5,6.34,5499.5,199.06,NA
AnRe.9,Rising,9,12.36774,104.06726,Floodplain,3537,Central,0.1,9/26/14,NA,NA,30.1,38,6.87,1.7,82.5,6.34,4407.69,24.19,NA
AnRe.9,Rising,9,12.36774,104.06726,Floodplain,3537,Central,0.1,9/26/14,NA,NA,30.1,38,6.87,1.7,82.5,6.34,4386.7,17.33,NA
AnRe.9,Rising,9,12.36774,104.06726,Floodplain,3537,Central,0.1,9/26/14,NA,NA,30.1,38,6.87,1.7,82.5,6.34,3963.26,13.85,NA
AnRe.9,Rising,9,12.36774,104.06726,Floodplain,3537,Central,2,9/26/14,NA,NA,NA,NA,NA,1.7,NA,NA,6463.4,30.95,NA
AnRe.9,Rising,9,12.36774,104.06726,Floodplain,3537,Central,2,9/26/14,NA,NA,NA,NA,NA,1.7,NA,NA,5101.77,24.68,NA
AnRe.9,Rising,9,12.36774,104.06726,Floodplain,3537,Central,2,9/26/14,NA,NA,NA,NA,NA,1.7,NA,NA,5414.6,27.78,NA
AnRe.9,Rising,9,12.36774,104.06726,Floodplain,3537,Central,2,9/26/14,NA,NA,NA,NA,NA,1.7,NA,NA,5987.6,28.63,NA
