SITE,STAGE,TRANSECT_POINT,NORTHING,EASTING,ENVIRON,DIST_FPL,LOCATION,ACTUAL_Z,DATE,D13C_CH4,D13C_CO2,WATER_T,COND,PH,WIND_ONSITE,O2_PERCENT,O2,PCO2,PCH4,O2_Ar
PrKo.3,High,3,13.06082,103.68385,Floodplain,1380,Northwest,2,11/4/15,-23.563,-39.549,29.03,0.018,6.21,1.2,4.1,0.32,15452.351,5604.78,NA
PrKo.3,High,3,13.06082,103.68385,Floodplain,1380,Northwest,2,11/4/15,-24.535,-41.244,29.03,0.018,6.21,1.2,4.1,0.32,16870.278,7653.61,NA
PrKo.3,High,3,13.06082,103.68385,Floodplain,1380,Northwest,2.5,11/4/15,-45.77,-47.053,29.01,0.019,6.31,1.2,4,0.31,20238.585,21784.29,NA
PrKo.3,High,3,13.06082,103.68385,Floodplain,1380,Northwest,2.5,11/4/15,-45.739,-47.048,29.01,0.019,6.31,1.2,4,0.31,17688.605,17174.04,NA
PrKo.3,High,3,13.06082,103.68385,Floodplain,1380,Northwest,2.5,11/4/15,-45.536,-46.251,29.01,0.019,6.31,1.2,4,0.31,20293.402,17965.85,NA
PrKo.3,High,3,13.06082,103.68385,Floodplain,1380,Northwest,3,11/4/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PrKo.3,High,3,13.06082,103.68385,Floodplain,1380,Northwest,3,11/4/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PrKo.3,High,3,13.06082,103.68385,Floodplain,1380,Northwest,3,11/4/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PrKo.4,High,4,13.05496,103.68333,Floodplain,1570,Northwest,0.1,11/4/15,-33.307,-41.942,28.6,0.018,6.55,0.5,11.9,0.9,16609.206,8696.34,NA
PrKo.4,High,4,13.05496,103.68333,Floodplain,1570,Northwest,0.1,11/4/15,-33.084,-42.125,28.6,0.018,6.55,0.5,11.9,0.9,16997.66,8348.28,NA
PrKo.4,High,4,13.05496,103.68333,Floodplain,1570,Northwest,0.1,11/4/15,-33.096,-42.064,28.6,0.018,6.55,0.5,11.9,0.9,17034.63,8897.86,NA
PrKo.4,High,4,13.05496,103.68333,Floodplain,1570,Northwest,0.25,11/4/15,-37.18,-47.54,29.52,0.018,6.55,0.5,7.4,0.56,16716.213,5143.98,NA
PrKo.4,High,4,13.05496,103.68333,Floodplain,1570,Northwest,0.25,11/4/15,-32.556,-40.09,29.52,0.018,6.55,0.5,7.4,0.56,16847.758,5.8,NA
PrKo.4,High,4,13.05496,103.68333,Floodplain,1570,Northwest,0.25,11/4/15,-32.387,-39.849,29.52,0.018,6.55,0.5,7.4,0.56,16897.224,5.8,NA
PrKo.4,High,4,13.05496,103.68333,Floodplain,1570,Northwest,1,11/4/15,-36.044,-40.503,29.35,0.018,6.52,0.5,5.2,0.4,17559.914,11480.38,NA
PrKo.4,High,4,13.05496,103.68333,Floodplain,1570,Northwest,1,11/4/15,-36.045,-39.355,29.35,0.018,6.52,0.5,5.2,0.4,18075.876,12797.23,NA
PrKo.4,High,4,13.05496,103.68333,Floodplain,1570,Northwest,1,11/4/15,-35.869,-25.39,29.35,0.018,6.52,0.5,5.2,0.4,17131.506,11421.53,NA
PrKo.4,High,4,13.05496,103.68333,Floodplain,1570,Northwest,1.5,11/4/15,-37.052,-43.941,29.33,0.018,6.51,0.5,4.6,0.35,18172.427,8777.05,NA
PrKo.4,High,4,13.05496,103.68333,Floodplain,1570,Northwest,1.5,11/4/15,-37.037,-29.194,29.33,0.018,6.51,0.5,4.6,0.35,18855.634,11828.51,NA
PrKo.4,High,4,13.05496,103.68333,Floodplain,1570,Northwest,1.5,11/4/15,-37.215,-42.619,29.33,0.018,6.51,0.5,4.6,0.35,18474.208,10841.27,NA
PrKo.4,High,4,13.05496,103.68333,Floodplain,1570,Northwest,1.75,11/4/15,NA,NA,29.32,0.018,6.5,0.5,4.3,0.33,19683.127,14585.18,NA
PrKo.4,High,4,13.05496,103.68333,Floodplain,1570,Northwest,1.75,11/4/15,NA,NA,29.32,0.018,6.5,0.5,4.3,0.33,19201.538,15527.11,NA
PrKo.4,High,4,13.05496,103.68333,Floodplain,1570,Northwest,1.75,11/4/15,NA,NA,29.32,0.018,6.5,0.5,4.3,0.33,20271.523,15554.99,NA
PrKo.4,High,4,13.05496,103.68333,Floodplain,1570,Northwest,2,11/4/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PrKo.4,High,4,13.05496,103.68333,Floodplain,1570,Northwest,2,11/4/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PrKo.4,High,4,13.05496,103.68333,Floodplain,1570,Northwest,2,11/4/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PrKo.5,High,5,13.03392,103.65775,Floodplain,3750,Northwest,0.1,11/4/15,-37.245,-39.485,28.83,0.019,6.51,0.3,5.2,0.4,21672.437,24678.2,NA
PrKo.5,High,5,13.03392,103.65775,Floodplain,3750,Northwest,0.1,11/4/15,-37.464,-39.234,28.83,0.019,6.51,0.3,5.2,0.4,22601.819,27937.58,NA
PrKo.5,High,5,13.03392,103.65775,Floodplain,3750,Northwest,0.1,11/4/15,-37.345,-38.516,28.83,0.019,6.51,0.3,5.2,0.4,23234.514,27688.11,NA
PrKo.5,High,5,13.03392,103.65775,Floodplain,3750,Northwest,0.25,11/4/15,-36.755,-39.027,28.83,0.019,6.52,0.3,4.5,0.35,23141.337,26713.54,NA
PrKo.5,High,5,13.03392,103.65775,Floodplain,3750,Northwest,0.25,11/4/15,-36.425,-33.533,28.83,0.019,6.52,0.3,4.5,0.35,23320.851,26313.85,NA
PrKo.5,High,5,13.03392,103.65775,Floodplain,3750,Northwest,0.25,11/4/15,-36.729,-37.204,28.83,0.019,6.52,0.3,4.5,0.35,22699.772,25643.49,NA
PrKo.5,High,5,13.03392,103.65775,Floodplain,3750,Northwest,0.5,11/4/15,-36.598,-40.825,28.83,0.019,6.51,0.3,4.2,0.33,22855.202,26062.67,NA
PrKo.5,High,5,13.03392,103.65775,Floodplain,3750,Northwest,0.5,11/4/15,-36.713,-41.615,28.83,0.019,6.51,0.3,4.2,0.33,21229.607,23275.36,NA
PrKo.5,High,5,13.03392,103.65775,Floodplain,3750,Northwest,0.5,11/4/15,-36.259,-39.329,28.83,0.019,6.51,0.3,4.2,0.33,20989.333,20895.19,NA
PrKo.5,High,5,13.03392,103.65775,Floodplain,3750,Northwest,1,11/4/15,-35.939,-39.944,28.82,0.019,6.48,0.3,4.2,0.33,22441.418,26288.75,NA
PrKo.5,High,5,13.03392,103.65775,Floodplain,3750,Northwest,1,11/4/15,-36.56,-40.304,28.82,0.019,6.48,0.3,4.2,0.33,21531.277,24278.1,NA
PrKo.5,High,5,13.03392,103.65775,Floodplain,3750,Northwest,1,11/4/15,-36.738,-40.16,28.82,0.019,6.48,0.3,4.2,0.33,22796.754,24743.67,NA
PrKo.5,High,5,13.03392,103.65775,Floodplain,3750,Northwest,1.5,11/4/15,-36.818,-42.858,28.83,0.019,6.48,0.3,4,0.31,21367.734,18744.24,NA
PrKo.5,High,5,13.03392,103.65775,Floodplain,3750,Northwest,1.5,11/4/15,-36.772,-41.434,28.83,0.019,6.48,0.3,4,0.31,19816.598,15569.69,NA
PrKo.5,High,5,13.03392,103.65775,Floodplain,3750,Northwest,1.5,11/4/15,-36.672,-40.633,28.83,0.019,6.48,0.3,4,0.31,19856.1,18655.86,NA
PrKo.5,High,5,13.03392,103.65775,Floodplain,3750,Northwest,1.75,11/4/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PrKo.5,High,5,13.03392,103.65775,Floodplain,3750,Northwest,1.75,11/4/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PrKo.5,High,5,13.03392,103.65775,Floodplain,3750,Northwest,1.75,11/4/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PrKo.6,High,6,13.04305,103.66675,Floodplain,5150,Northwest,0.1,11/4/15,-30.518,-34.616,29.51,0.012,6.39,0.6,10,0.76,20326.595,14946.14,2.87
PrKo.6,High,6,13.04305,103.66675,Floodplain,5150,Northwest,0.1,11/4/15,-29.219,-36.096,29.51,0.012,6.39,0.6,10,0.76,21402.073,15554.81,2.77
PrKo.6,High,6,13.04305,103.66675,Floodplain,5150,Northwest,0.1,11/4/15,-29.41,-36.583,29.51,0.012,6.39,0.6,10,0.76,20390.055,16106.78,3.05
PrKo.6,High,6,13.04305,103.66675,Floodplain,5150,Northwest,0.25,11/4/15,-34.85,-42.5,29.64,0.012,6.4,0.6,6.5,0.49,20978.023,20073.08,NA
PrKo.6,High,6,13.04305,103.66675,Floodplain,5150,Northwest,0.25,11/4/15,-34.653,-42.223,29.64,0.012,6.4,0.6,6.5,0.49,20837.191,19603.97,NA
PrKo.6,High,6,13.04305,103.66675,Floodplain,5150,Northwest,0.25,11/4/15,-34.492,-42.102,29.64,0.012,6.4,0.6,6.5,0.49,21014.686,19613.33,NA
PrKo.6,High,6,13.04305,103.66675,Floodplain,5150,Northwest,0.5,11/4/15,-35.684,-43.112,29.41,0.012,6.4,0.6,5.6,0.42,19342.255,17339.23,NA
PrKo.6,High,6,13.04305,103.66675,Floodplain,5150,Northwest,0.5,11/4/15,-35.972,-43.799,29.41,0.012,6.4,0.6,5.6,0.42,21008.162,18253.54,NA
PrKo.6,High,6,13.04305,103.66675,Floodplain,5150,Northwest,0.5,11/4/15,-35.94,-42.408,29.41,0.012,6.4,0.6,5.6,0.42,22470.664,21672.56,NA
PrKo.6,High,6,13.04305,103.66675,Floodplain,5150,Northwest,1,11/4/15,-35.473,-39.663,29.3,0.012,6.39,0.6,5,0.38,21561.916,17604.96,3.85
PrKo.6,High,6,13.04305,103.66675,Floodplain,5150,Northwest,1,11/4/15,-35.169,-40.684,29.3,0.012,6.39,0.6,5,0.38,20527.154,19187.52,4.31
PrKo.6,High,6,13.04305,103.66675,Floodplain,5150,Northwest,1,11/4/15,-35.336,-40.783,29.3,0.012,6.39,0.6,5,0.38,21500.27,17880.86,4.14
PrKo.6,High,6,13.04305,103.66675,Floodplain,5150,Northwest,1.25,11/4/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PrKo.6,High,6,13.04305,103.66675,Floodplain,5150,Northwest,1.25,11/4/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PrKo.6,High,6,13.04305,103.66675,Floodplain,5150,Northwest,1.25,11/4/15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AnRe.1,Falling,1,12.65388,104.16687,Pelagic,-1960,Central,0.1,3/3/16,-57.257,-36.875,29.94,0.016,6.58,1.2,NA,NA,25389.102,5.8,20.66
AnRe.1,Falling,1,12.65388,104.16687,Pelagic,-1960,Central,0.1,3/3/16,-61.436,-37.091,29.94,0.016,6.58,1.2,NA,NA,25387.99,5.8,20.86
AnRe.1,Falling,1,12.65388,104.16687,Pelagic,-1960,Central,0.1,3/3/16,-54.797,-37.135,29.94,0.016,6.58,1.2,NA,NA,25952.476,5.8,22.6
AnRe.1,Falling,1,12.65388,104.16687,Pelagic,-1960,Central,0.5,3/3/16,-53.095,-36.776,27.39,0.016,6.54,1.2,NA,NA,33591.526,5.8,15.93
AnRe.1,Falling,1,12.65388,104.16687,Pelagic,-1960,Central,0.5,3/3/16,-52.957,-37.388,27.39,0.016,6.54,1.2,NA,NA,27915.069,5.8,NA
AnRe.1,Falling,1,12.65388,104.16687,Pelagic,-1960,Central,0.5,3/3/16,-51.735,-36.834,27.39,0.016,6.54,1.2,NA,NA,26578.148,5.8,NA
AnRe.1,Falling,1,12.65388,104.16687,Pelagic,-1960,Central,0.75,3/3/16,-43.287,-32.347,26.93,0.016,6.67,1.2,NA,NA,26872.559,5.8,NA
AnRe.1,Falling,1,12.65388,104.16687,Pelagic,-1960,Central,0.75,3/3/16,-61.698,-32.085,26.93,0.016,6.67,1.2,NA,NA,31182.727,5.8,NA
AnRe.1,Falling,1,12.65388,104.16687,Pelagic,-1960,Central,0.75,3/3/16,-59.702,-31.729,26.93,0.016,6.67,1.2,NA,NA,29827.89,5.8,NA
AnRe.1,Falling,1,12.65388,104.16687,Pelagic,-1960,Central,1,3/3/16,-52.397,-37.847,26.84,0.016,6.75,1.2,NA,NA,22880.604,5.8,NA
AnRe.1,Falling,1,12.65388,104.16687,Pelagic,-1960,Central,1,3/3/16,-74.337,-37.611,26.84,0.016,6.75,1.2,NA,NA,22607.801,5.8,NA
AnRe.1,Falling,1,12.65388,104.16687,Pelagic,-1960,Central,1,3/3/16,-53.567,-38.42,26.84,0.016,6.75,1.2,NA,NA,21665.559,5.8,17.11
AnRe.1,Falling,1,12.65388,104.16687,Pelagic,-1960,Central,1.25,3/3/16,-60.319,-37.86,26.83,0.016,6.74,1.2,NA,NA,44515.697,5.8,17.01
AnRe.1,Falling,1,12.65388,104.16687,Pelagic,-1960,Central,1.25,3/3/16,-57.984,-38.192,26.83,0.016,6.74,1.2,NA,NA,41055.821,115.54,16.99
AnRe.1,Falling,1,12.65388,104.16687,Pelagic,-1960,Central,1.25,3/3/16,-60.632,-38.743,26.83,0.016,6.74,1.2,NA,NA,40103.546,118.1,17.07
AnRe.1,Falling,1,12.65388,104.16687,Pelagic,-1960,Central,1.5,3/3/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AnRe.1,Falling,1,12.65388,104.16687,Pelagic,-1960,Central,1.5,3/3/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AnRe.1,Falling,1,12.65388,104.16687,Pelagic,-1960,Central,1.5,3/3/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AnRe.2,Falling,2,12.65222,104.14899,Edge,0,Central,0.1,3/3/16,-50.841,-38.126,25.44,0.016,6.07,0.8,0,0,21958.16,7500.06,14.64
AnRe.2,Falling,2,12.65222,104.14899,Edge,0,Central,0.1,3/3/16,-49.113,-41.028,25.44,0.016,6.07,0.8,0,0,27759.596,8036.83,14.5
AnRe.2,Falling,2,12.65222,104.14899,Edge,0,Central,0.1,3/3/16,-49.098,-40.277,25.44,0.016,6.07,0.8,0,0,26496.732,7202.93,14.97
AnRe.2,Falling,2,12.65222,104.14899,Edge,0,Central,0.25,3/3/16,-49.436,-40.701,25.44,0.016,6.07,0.8,0,0,27245.629,7226.69,NA
AnRe.2,Falling,2,12.65222,104.14899,Edge,0,Central,0.25,3/3/16,-49.833,-37.678,25.44,0.016,6.07,0.8,0,0,20327.032,6032.98,NA
AnRe.2,Falling,2,12.65222,104.14899,Edge,0,Central,0.25,3/3/16,-49.303,-41.002,25.44,0.016,6.07,0.8,0,0,19801.615,5628.63,NA
AnRe.2,Falling,2,12.65222,104.14899,Edge,0,Central,0.5,3/3/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AnRe.2,Falling,2,12.65222,104.14899,Edge,0,Central,0.5,3/3/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AnRe.2,Falling,2,12.65222,104.14899,Edge,0,Central,0.5,3/3/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KaPr.1,Falling,1,12.51286,104.48435,Pelagic,-390,Southwest,0.1,3/2/16,-56.301,-37.972,28.59,0.017,6.95,2.5,82.1,6.4,25234.871,291.39,17.47
KaPr.1,Falling,1,12.51286,104.48435,Pelagic,-390,Southwest,0.1,3/2/16,-49.477,-31.95,28.59,0.017,6.95,2.5,82.1,6.4,21816.705,241.62,17.76
KaPr.1,Falling,1,12.51286,104.48435,Pelagic,-390,Southwest,0.1,3/2/16,-31.973,-33.195,28.59,0.017,6.95,2.5,82.1,6.4,28799.711,308.58,17.32
KaPr.1,Falling,1,12.51286,104.48435,Pelagic,-390,Southwest,0.5,3/2/16,-30.865,-36.686,27.78,0.017,6.83,2.5,79.1,6.3,28333.111,260.22,NA
KaPr.1,Falling,1,12.51286,104.48435,Pelagic,-390,Southwest,0.5,3/2/16,-43.075,-32.524,27.78,0.017,6.83,2.5,79.1,6.3,26579.009,319.13,NA
KaPr.1,Falling,1,12.51286,104.48435,Pelagic,-390,Southwest,0.5,3/2/16,-47.288,-29.782,27.78,0.017,6.83,2.5,79.1,6.3,24942.094,297.56,NA
KaPr.1,Falling,1,12.51286,104.48435,Pelagic,-390,Southwest,1,3/2/16,-33.96,-30.828,27.21,0.017,6.95,2.5,78.9,6.27,27837.038,180.09,NA
KaPr.1,Falling,1,12.51286,104.48435,Pelagic,-390,Southwest,1,3/2/16,-50.637,-34.554,27.21,0.017,6.95,2.5,78.9,6.27,24897.709,170.6,NA
KaPr.1,Falling,1,12.51286,104.48435,Pelagic,-390,Southwest,1,3/2/16,-55.287,-35.419,27.21,0.017,6.95,2.5,78.9,6.27,20816.769,102.66,NA
KaPr.1,Falling,1,12.51286,104.48435,Pelagic,-390,Southwest,1.5,3/2/16,-42.085,-37.424,27.06,0.017,7.12,2.5,80.2,6.39,33563.278,126.4,16.72
KaPr.1,Falling,1,12.51286,104.48435,Pelagic,-390,Southwest,1.5,3/2/16,-35.135,-37.651,27.06,0.017,7.12,2.5,80.2,6.39,28609.206,164.81,16.55
KaPr.1,Falling,1,12.51286,104.48435,Pelagic,-390,Southwest,1.5,3/2/16,-35.598,-38.763,27.06,0.017,7.12,2.5,80.2,6.39,29011.275,180.95,15.16
KaPr.1,Falling,1,12.51286,104.48435,Pelagic,-390,Southwest,1.75,3/2/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KaPr.1,Falling,1,12.51286,104.48435,Pelagic,-390,Southwest,1.75,3/2/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KaPr.1,Falling,1,12.51286,104.48435,Pelagic,-390,Southwest,1.75,3/2/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KaPr.2,Falling,2,12.51012,104.48435,Edge,0,Southwest,0.1,3/2/16,-73.087,-44.063,29.01,0.015,6.66,2.5,0,0,19755.998,480.56,10.42
KaPr.2,Falling,2,12.51012,104.48435,Edge,0,Southwest,0.1,3/2/16,-71.194,-49.509,29.01,0.015,6.66,2.5,0,0,20700.975,415.84,NA
KaPr.2,Falling,2,12.51012,104.48435,Edge,0,Southwest,0.1,3/2/16,-61.897,-38.264,29.01,0.015,6.66,2.5,0,0,27695.118,5251.23,14.63
KaPr.2,Falling,2,12.51012,104.48435,Edge,0,Southwest,0.25,3/2/16,-73.224,-50.091,29.01,0.015,6.66,2.5,0,0,20820.022,94.94,NA
KaPr.2,Falling,2,12.51012,104.48435,Edge,0,Southwest,0.25,3/2/16,-80.42,-49.235,29.01,0.015,6.66,2.5,0,0,15122.655,44.68,NA
KaPr.2,Falling,2,12.51012,104.48435,Edge,0,Southwest,0.25,3/2/16,-74.636,-48.927,29.01,0.015,6.66,2.5,0,0,19905.141,385.34,NA
KaPr.2,Falling,2,12.51012,104.48435,Edge,0,Southwest,0.5,3/2/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KaPr.2,Falling,2,12.51012,104.48435,Edge,0,Southwest,0.5,3/2/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KaPr.2,Falling,2,12.51012,104.48435,Edge,0,Southwest,0.5,3/2/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PrKo.1,Falling,1,13.0735,103.71883,Pelagic,-2780,Northwest,0.1,3/7/16,-64.385,-31.851,33.15,0.017,8.42,2.6,NA,NA,13815.708,5.8,22.76
PrKo.1,Falling,1,13.0735,103.71883,Pelagic,-2780,Northwest,0.1,3/7/16,-78.038,-30.5,33.15,0.017,8.42,2.6,NA,NA,16591.506,5.8,22.7
PrKo.1,Falling,1,13.0735,103.71883,Pelagic,-2780,Northwest,0.1,3/7/16,-85.188,-30.259,33.15,0.017,8.42,2.6,NA,NA,15601.519,5.8,22.71
PrKo.1,Falling,1,13.0735,103.71883,Pelagic,-2780,Northwest,0.25,3/7/16,-85.677,-31.514,33.02,0.017,8.36,2.6,NA,NA,16305.104,5.8,NA
PrKo.1,Falling,1,13.0735,103.71883,Pelagic,-2780,Northwest,0.25,3/7/16,-91.691,-34.661,33.02,0.017,8.36,2.6,NA,NA,16464.005,5.8,NA
PrKo.1,Falling,1,13.0735,103.71883,Pelagic,-2780,Northwest,0.25,3/7/16,-87.09,-33.17,33.02,0.017,8.36,2.6,NA,NA,15185.269,5.8,NA
PrKo.1,Falling,1,13.0735,103.71883,Pelagic,-2780,Northwest,0.5,3/7/16,-64.618,-32.988,33.08,0.017,8.3,2.6,NA,NA,17939.235,5.8,21.1
PrKo.1,Falling,1,13.0735,103.71883,Pelagic,-2780,Northwest,0.5,3/7/16,-63.029,-32.469,33.08,0.017,8.3,2.6,NA,NA,15416.509,5.8,21.8
PrKo.1,Falling,1,13.0735,103.71883,Pelagic,-2780,Northwest,0.5,3/7/16,-66.626,-31.575,33.08,0.017,8.3,2.6,NA,NA,16635.76,5.8,21.99
PrKo.1,Falling,1,13.0735,103.71883,Pelagic,-2780,Northwest,0.75,3/7/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PrKo.1,Falling,1,13.0735,103.71883,Pelagic,-2780,Northwest,0.75,3/7/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PrKo.1,Falling,1,13.0735,103.71883,Pelagic,-2780,Northwest,0.75,3/7/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PrKo.2,Falling,2,13.06167,103.69593,Edge,0,Northwest,0.1,3/7/16,-64.363,-31.389,33.7,0.017,8.36,1.6,NA,NA,25057.179,110.22,32.124
PrKo.2,Falling,2,13.06167,103.69593,Edge,0,Northwest,0.1,3/7/16,-67.497,-32.446,33.7,0.017,8.36,1.6,NA,NA,28450.64,139.12,32.469
PrKo.2,Falling,2,13.06167,103.69593,Edge,0,Northwest,0.1,3/7/16,-67.003,-33.078,33.7,0.017,8.36,1.6,NA,NA,31518.382,206.03,32.762
PrKo.2,Falling,2,13.06167,103.69593,Edge,0,Northwest,0.25,3/7/16,-95.216,-34.238,33.7,0.017,8.3,1.6,NA,NA,40278.659,405.06,NA
PrKo.2,Falling,2,13.06167,103.69593,Edge,0,Northwest,0.25,3/7/16,-97.306,-35.637,33.7,0.017,8.3,1.6,NA,NA,29368.392,162.51,NA
PrKo.2,Falling,2,13.06167,103.69593,Edge,0,Northwest,0.25,3/7/16,-89.72,-33.403,33.7,0.017,8.3,1.6,NA,NA,29968.239,160.41,NA
PrKo.2,Falling,2,13.06167,103.69593,Edge,0,Northwest,0.5,3/7/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PrKo.2,Falling,2,13.06167,103.69593,Edge,0,Northwest,0.5,3/7/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PrKo.2,Falling,2,13.06167,103.69593,Edge,0,Northwest,0.5,3/7/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AnRe.0,Rising,1,12.4163,104.1239,Pelagic,-4671,Central,0.1,9/27/14,NA,NA,31.8,89,7.32,0.4,88.2,6.45,1256.32,7.18,NA
AnRe.0,Rising,1,12.4163,104.1239,Pelagic,-4671,Central,0.1,9/27/14,NA,NA,31.8,89,7.32,0.4,88.2,6.45,1171.5,3.97,NA
AnRe.0,Rising,1,12.4163,104.1239,Pelagic,-4671,Central,0.1,9/27/14,NA,NA,31.8,89,7.32,0.4,88.2,6.45,1621.61,4.27,NA
AnRe.0,Rising,1,12.4163,104.1239,Pelagic,-4671,Central,0.1,9/27/14,NA,NA,31.8,89,7.32,0.4,88.2,6.45,3037.04,3.74,NA
AnRe.0,Rising,1,12.4163,104.1239,Pelagic,-4671,Central,6.5,9/27/14,NA,NA,NA,NA,NA,0.4,NA,NA,1140.73,5.8,NA
AnRe.0,Rising,1,12.4163,104.1239,Pelagic,-4671,Central,6.5,9/27/14,NA,NA,NA,NA,NA,0.4,NA,NA,1181.25,5.8,NA
AnRe.0,Rising,1,12.4163,104.1239,Pelagic,-4671,Central,6.5,9/27/14,NA,NA,NA,NA,NA,0.4,NA,NA,3125.56,5.8,NA
AnRe.0,Rising,1,12.4163,104.1239,Pelagic,-4671,Central,6.5,9/27/14,NA,NA,NA,NA,NA,0.4,NA,NA,1218.16,5.8,NA
AnRe.1,Rising,1,12.39384,104.10967,Pelagic,-2184,Central,0.1,9/27/14,NA,NA,32.6,81,7.38,0.7,96.1,6.87,2842.75,63.13,NA
AnRe.1,Rising,1,12.39384,104.10967,Pelagic,-2184,Central,0.1,9/27/14,NA,NA,32.6,81,7.38,0.7,96.1,6.87,1511.79,49.37,NA
AnRe.1,Rising,1,12.39384,104.10967,Pelagic,-2184,Central,0.1,9/27/14,NA,NA,32.6,81,7.38,0.7,96.1,6.87,1533.84,70.99,NA
AnRe.1,Rising,1,12.39384,104.10967,Pelagic,-2184,Central,0.1,9/27/14,NA,NA,32.6,81,7.38,0.7,96.1,6.87,1057.54,5.31,NA
AnRe.1,Rising,1,12.39384,104.10967,Pelagic,-2184,Central,7,9/27/14,NA,NA,NA,NA,NA,0.7,NA,NA,2364.74,1041.98,NA
AnRe.1,Rising,1,12.39384,104.10967,Pelagic,-2184,Central,7,9/27/14,NA,NA,NA,NA,NA,0.7,NA,NA,3134.87,2306.66,NA
AnRe.1,Rising,1,12.39384,104.10967,Pelagic,-2184,Central,7,9/27/14,NA,NA,NA,NA,NA,0.7,NA,NA,6481.99,1832.12,NA
AnRe.2,Rising,2,12.39068,104.08982,Edge,0,Central,0.1,9/26/14,NA,NA,32.5,78,7.3,0.3,93.3,6.84,4105.83,68.53,NA
AnRe.2,Rising,2,12.39068,104.08982,Edge,0,Central,0.1,9/26/14,NA,NA,32.5,78,7.3,0.3,93.3,6.84,3450.46,14.77,NA
AnRe.2,Rising,2,12.39068,104.08982,Edge,0,Central,0.1,9/26/14,NA,NA,32.5,78,7.3,0.3,93.3,6.84,3860.04,14.71,NA
AnRe.2,Rising,2,12.39068,104.08982,Edge,0,Central,0.1,9/26/14,NA,NA,32.5,78,7.3,0.3,93.3,6.84,2423.16,8.96,NA
AnRe.2,Rising,2,12.39068,104.08982,Edge,0,Central,3,9/26/14,NA,NA,NA,NA,NA,0.3,NA,NA,6696.02,877.03,NA
AnRe.2,Rising,2,12.39068,104.08982,Edge,0,Central,3,9/26/14,NA,NA,NA,NA,NA,0.3,NA,NA,4640.74,251.13,NA
AnRe.2,Rising,2,12.39068,104.08982,Edge,0,Central,3,9/26/14,NA,NA,NA,NA,NA,0.3,NA,NA,5560.58,740.37,NA
AnRe.2,Rising,2,12.39068,104.08982,Edge,0,Central,3,9/26/14,NA,NA,NA,NA,NA,0.3,NA,NA,6556.9,986.02,NA
AnRe.4,Rising,4,12.38396,104.08141,Floodplain,1800,Central,0.1,9/25/14,NA,NA,33.2,73,7.34,1.9,93,6.74,3395.04,43.27,NA
AnRe.4,Rising,4,12.38396,104.08141,Floodplain,1800,Central,0.1,9/25/14,NA,NA,33.2,73,7.34,1.9,93,6.74,3377.82,24.89,NA
AnRe.4,Rising,4,12.38396,104.08141,Floodplain,1800,Central,0.1,9/25/14,NA,NA,33.2,73,7.34,1.9,93,6.74,2550.06,16.57,NA
AnRe.4,Rising,4,12.38396,104.08141,Floodplain,1800,Central,0.1,9/25/14,NA,NA,33.2,73,7.34,1.9,93,6.74,2679.67,16.88,NA
AnRe.4,Rising,4,12.38396,104.08141,Floodplain,1800,Central,4,9/25/14,NA,NA,NA,NA,NA,1.9,NA,NA,3442.59,45.29,NA
AnRe.4,Rising,4,12.38396,104.08141,Floodplain,1800,Central,4,9/25/14,NA,NA,NA,NA,NA,1.9,NA,NA,5952.49,3511.15,NA
